actor,id,mesh,x_cm,y_cm,z_cm,qx,qy,qz,qw,sx,sy,sz
MoonRock_021824,21824,2,38108.511440597,-11658.251810457,117.374736321,-0.009975971,-0.047195967,0.812743026,0.580621903,0.254195484,0.253982835,0.255458052
MoonRock_021825,21825,2,38394.473354660,-11922.253275301,132.450056326,-0.040515342,-0.003035484,0.954185230,0.296445341,0.314981032,0.315305978,0.317531531
MoonRock_021826,21826,2,38533.755581222,-11702.136087801,140.035557997,-0.008769580,-0.036344993,0.027470495,0.998923174,0.191780064,0.192063202,0.193029804
MoonRock_021827,21827,2,39216.897671066,-11665.820169832,176.290679228,-0.000890412,-0.047823236,-0.828302969,0.558235019,0.338897612,0.338536503,0.340619445
MoonRock_021828,21828,2,39279.861538253,-11652.831888582,179.966247332,-0.041375894,0.006434501,0.875118391,0.482093803,0.221938265,0.222037231,0.223488729
MoonRock_021829,21829,2,39314.090053878,-12667.968607332,189.314866316,0.009240963,-0.025718306,0.645341750,0.763405004,0.486938791,0.487007536,0.488302624
MoonRock_021830,21830,2,37798.074428878,-13751.306009676,79.528063786,0.007065327,-0.010101675,-0.202339612,0.979237825,0.411091962,0.411097848,0.411203761
MoonRock_021831,21831,2,37815.066616378,-13689.562845613,79.997623217,-0.007918376,-0.016662476,0.345075802,0.938393495,0.095022007,0.095006588,0.095128730
MoonRock_021832,21832,2,37961.990444503,-13418.127298738,82.056749117,-0.000746649,-0.036715707,0.372534390,0.927291501,0.345261086,0.345319401,0.347235147
MoonRock_021833,21833,2,38451.809780441,-13420.776224520,111.696058762,0.002654787,-0.040467335,0.603336394,0.796454984,0.474019993,0.473604321,0.476473209
MoonRock_021834,21834,2,38811.941616378,-13157.519388582,140.308022749,0.023799145,-0.061790805,0.839081020,0.539961609,0.186296328,0.185920588,0.188081847
MoonRock_021835,21835,2,39055.691616378,-12807.397318270,174.839020025,0.040265855,-0.009022138,0.240907245,0.969670543,0.462588272,0.462368068,0.465881623
MoonRock_021836,21836,2,39205.642788253,-13396.557474520,154.134166491,0.016386492,-0.055087159,0.642177779,0.764398187,0.376330296,0.376120032,0.380387662
MoonRock_021837,21837,2,39258.499233566,-12731.970072176,186.108732474,0.014210591,-0.027647511,0.823451240,0.566534844,0.365699296,0.365432727,0.366021975
MoonRock_021838,21838,2,39331.314174972,-14785.095072176,104.096532118,0.049828545,0.030078460,-0.967857234,0.244672797,0.148576676,0.149056136,0.150866395
MoonRock_021839,21839,2,39542.349331222,-12830.847025301,194.355917227,0.012926478,-0.034131904,0.549964822,0.834389965,0.063236940,0.063236373,0.063546267
MoonRock_021840,21840,2,39884.817592941,-12605.297708895,214.974200976,0.001293419,-0.047425389,0.786965495,0.615170277,0.436942966,0.436359089,0.439483947
MoonRock_021841,21841,2,39543.570034347,-12585.729837801,199.632978689,0.030380686,0.008540632,-0.879528247,0.474799046,0.215433462,0.215537260,0.216452538
MoonRock_021842,21842,2,40289.688198410,-12558.056497957,241.150081408,-0.002247909,-0.047700824,-0.839508130,0.541244563,0.324065841,0.323694855,0.325783526
MoonRock_021843,21843,2,40284.341518722,-12456.066751863,239.671910059,-0.009778523,-0.037405731,0.401946728,0.914846446,0.280665270,0.280589108,0.282292748
MoonRock_021844,21844,2,40208.206264816,-12441.039896395,235.390222323,0.033912021,-0.011942911,-0.891115449,0.452350083,0.062571398,0.062529732,0.062880686
MoonRock_021845,21845,2,40032.107632003,-12240.807962801,225.588476908,-0.031078824,-0.007337797,0.900041471,0.434632735,0.164317935,0.164182174,0.164979023
MoonRock_021846,21846,2,40028.457729660,-11775.146341707,228.424775850,-0.050295893,-0.014375842,0.984648092,0.166528659,0.331106575,0.331404412,0.334957536
MoonRock_021847,21847,2,39430.191128097,-11685.461283113,189.586901915,-0.005954381,-0.042900048,-0.682984703,0.729147465,0.208979671,0.208694235,0.210032610
MoonRock_021848,21848,2,39741.458217941,-14916.430521395,133.134806406,0.027535415,-0.049235504,-0.580524213,0.812286467,0.281323959,0.280566738,0.284190398
MoonRock_021849,21849,2,40395.925991378,-14891.381693270,190.954208624,0.056418987,0.005797017,-0.993957715,0.093975284,0.485765965,0.487213019,0.493178957
MoonRock_021850,21850,2,39636.221401535,-14653.478861238,135.020184767,0.018767843,-0.056576258,0.337131400,0.939568685,0.085358992,0.085615348,0.086770992
MoonRock_021851,21851,2,39656.717007003,-14593.835306551,139.684593928,0.034684618,-0.038743893,0.064755362,0.996545348,0.434450747,0.434766062,0.439657431
MoonRock_021852,21852,2,40247.110073410,-14544.799662020,186.691963923,0.020931408,-0.045378308,-0.056016737,0.997178425,0.090478801,0.090597144,0.091559735
MoonRock_021853,21853,2,40060.122768722,-14518.408060457,174.152291071,0.021850254,-0.048415031,0.407793540,0.911527827,0.402108026,0.402806174,0.407090683
MoonRock_021854,21854,2,40178.701870285,-14466.869974520,184.563088667,0.028849474,-0.037936467,-0.188797591,0.980858808,0.485306515,0.484880468,0.489741282
MoonRock_021855,21855,2,40276.504604660,-14372.057962801,195.287263643,0.017221563,-0.051422896,0.287171288,0.956342907,0.094627843,0.094899717,0.095939261
MoonRock_021856,21856,2,39229.531948410,-17212.548685457,-15.815710771,-0.063831601,-0.049663288,0.888862106,0.450980312,0.221342153,0.220194740,0.226661371
MoonRock_021857,21857,2,39405.459682785,-15021.899271395,100.039959204,0.053697821,0.014441547,-0.913725285,0.402509737,0.158746736,0.159057507,0.160823929
MoonRock_021858,21858,2,39595.132534347,-16959.057474520,39.948988211,0.057387930,-0.062243968,0.027662008,0.996025666,0.080964691,0.081035604,0.083550980
MoonRock_021859,21859,2,39893.020717941,-15313.915872957,144.995105517,0.001377271,-0.062065593,-0.594567001,0.801645836,0.486357925,0.485399927,0.492754394
MoonRock_021860,21860,2,40095.449917160,-15464.172220613,169.687402498,-0.053035575,0.036126250,0.977929740,0.198835475,0.483185455,0.484794304,0.492370335
MoonRock_021861,21861,2,40156.717007003,-15412.292337801,172.934675467,-0.006202236,-0.063570625,-0.101381086,0.992795137,0.127790294,0.128347760,0.130386495
MoonRock_021862,21862,2,41790.005581222,-18467.150736238,187.625634920,0.051663671,0.035073372,-0.972434960,0.224657454,0.057887228,0.058087132,0.059012949
MoonRock_021863,21863,2,41930.691616378,-18419.396829988,203.295433771,-0.050304148,-0.042482425,0.870923134,0.486988328,0.172809110,0.172181732,0.175372661
MoonRock_021864,21864,2,39384.903042160,-20683.752298738,-271.987473715,0.030662774,-0.065221959,-0.152798867,0.985625891,0.486117669,0.486502948,0.497184808
MoonRock_021865,21865,2,39845.864956222,-20778.063822176,-227.061617124,0.031939429,-0.066648117,-0.479878025,0.874216783,0.126797259,0.126279338,0.129236416
MoonRock_021866,21866,2,40048.819057785,-20354.992533113,-180.425965536,0.048953338,-0.071987871,-0.566972797,0.819123412,0.449666603,0.446692416,0.460838501
MoonRock_021867,21867,2,40745.364467941,-20506.396341707,-114.293718088,0.029669997,-0.060654075,-0.115940370,0.990958427,0.345971931,0.346368805,0.352890455
MoonRock_021868,21868,2,41067.483608566,-20524.426126863,-80.465328443,-0.069814448,-0.014755299,0.975895745,0.206241894,0.206924542,0.207449459,0.211707988
MoonRock_021869,21869,2,41545.645229660,-20488.818216707,-28.354954470,-0.003970766,-0.070409700,0.573608156,0.816088470,0.102558089,0.102300506,0.104310947
MoonRock_021870,21870,2,42039.627163253,-20358.300638582,30.325542268,-0.064768870,-0.036139410,0.996521936,0.037986410,0.067213012,0.067372858,0.068947617
MoonRock_021871,21871,2,42150.528042160,-20565.283060457,37.574184191,-0.068654293,0.000742064,0.910878125,0.406923923,0.351627007,0.351927020,0.358647083
MoonRock_021872,21872,2,42228.762905441,-20332.995462801,51.408021402,-0.064433167,-0.030820634,0.959717402,0.271736938,0.225651094,0.225513078,0.230564326
MoonRock_021873,21873,2,40418.032924972,-14260.314798738,210.366225493,-0.037691028,-0.044511892,0.904337693,0.422813688,0.093840810,0.093546597,0.094976096
MoonRock_021874,21874,2,40459.268276535,-11829.711771395,255.025041353,-0.037980976,-0.019880297,0.988320833,0.146233202,0.283626208,0.283894562,0.285868198
MoonRock_021875,21875,2,40692.251674972,-11720.336771395,272.491705668,0.012407307,-0.034629763,0.744190463,0.666953817,0.274432525,0.274205127,0.275245774
MoonRock_021876,21876,2,40769.583217941,-14228.735208895,239.985406649,0.050276182,0.026484400,-0.998085667,0.024410741,0.272623190,0.273218903,0.277024206
MoonRock_021877,21877,2,40888.833706222,-12531.628275301,278.664911043,-0.008076459,-0.050535859,0.331915638,0.941919799,0.101598930,0.101708883,0.102757391
MoonRock_021878,21878,2,41106.594936691,-11706.286478426,301.796996844,0.003202967,-0.046775009,-0.112577629,0.992536204,0.171338871,0.171680326,0.173077518
MoonRock_021879,21879,2,41115.701382003,-12561.755228426,295.619261515,-0.012387662,-0.056498894,-0.218792474,0.974055581,0.374791373,0.376053608,0.380900186
MoonRock_021880,21880,2,41152.310268722,-14194.677591707,271.060836565,0.027595681,-0.044817014,-0.419071146,0.906426659,0.413948314,0.413298536,0.418099053
MoonRock_021881,21881,2,41182.278530441,-14091.345072176,277.777612459,0.047052295,0.022410283,-0.994389642,0.092049447,0.314126765,0.314762319,0.317873905
MoonRock_021882,21882,2,41232.156460128,-14221.227884676,275.509846461,0.063542065,0.017113626,-0.963095311,0.260992243,0.372282284,0.373665931,0.379506390
MoonRock_021883,21883,2,41372.488491378,-14060.461283113,291.864049685,0.002446988,-0.043131193,0.071747370,0.996486843,0.348767243,0.349529434,0.351982738
MoonRock_021884,21884,2,41502.359096847,-13015.600443270,356.213224184,-0.004300561,-0.088526017,-0.820875009,0.564188682,0.495586534,0.493326695,0.504705504
MoonRock_021885,21885,2,41864.090053878,-13028.320169832,378.341901552,-0.023382543,-0.042084987,0.830346260,0.555164119,0.080955737,0.080892755,0.081471955
MoonRock_021886,21886,2,41873.001186691,-14194.067240145,331.002748263,-0.019039122,-0.055225481,0.388179533,0.919730563,0.173948773,0.173707479,0.176229969
MoonRock_021887,21887,2,42770.303432785,-13126.952982332,434.941709292,0.002836573,-0.047336813,-0.154023349,0.986928563,0.262007858,0.262378579,0.264734278
MoonRock_021888,21888,2,44070.535366378,-11704.785013582,427.349031222,-0.028071084,0.013445921,-0.503296064,0.863553295,0.442409639,0.442039007,0.443856319
MoonRock_021889,21889,2,44586.843960128,-13279.943704988,540.636384737,0.003565247,0.021260187,0.839037077,0.543647014,0.327464500,0.327485147,0.328057594
MoonRock_021890,21890,2,42079.995815597,-18402.709818270,216.442692530,-0.001520953,-0.062534625,0.703393588,0.708042772,0.203953921,0.203397985,0.206190171
MoonRock_021891,21891,2,42080.410854660,-18097.595072176,234.412443888,0.040587863,-0.035388015,-0.389990551,0.919242995,0.173524866,0.173072167,0.175415657
MoonRock_021892,21892,2,42292.190639816,-18365.514994051,235.070526850,0.018609492,-0.047439731,-0.051048219,0.997395227,0.121948070,0.122158728,0.123400233
MoonRock_021893,21893,2,42435.318081222,-18422.790384676,243.276322138,-0.006342629,-0.068464877,0.853271469,0.516914047,0.403078137,0.402357158,0.407157691
MoonRock_021894,21894,2,43484.597866378,-19784.228372957,210.145497572,0.037358731,-0.055276975,-0.203748902,0.976747238,0.286282458,0.285960925,0.291429490
MoonRock_021895,21895,2,43753.030483566,-18485.900736238,333.435404551,-0.038289508,-0.026794090,0.960750329,0.273449803,0.100360410,0.100251478,0.101195682
MoonRock_021896,21896,2,44084.951870285,-19550.134134676,286.678827059,0.067085304,-0.044896497,-0.665582572,0.741945892,0.301171584,0.300613638,0.307570366
MoonRock_021897,21897,2,44154.251186691,-18165.502787020,388.065088045,0.062824526,0.032154555,-0.991338786,0.110754573,0.491570113,0.493568125,0.503440969
MoonRock_021898,21898,2,44569.705288253,-19462.878275301,335.767710459,0.012393378,-0.077845458,0.780166675,0.620585569,0.232857040,0.232028994,0.236431481
MoonRock_021899,21899,2,42440.591518722,-20294.250345613,74.415359151,-0.058740543,-0.043690601,0.867644036,0.491766720,0.347421293,0.345702785,0.354162902
MoonRock_021900,21900,2,42618.362514816,-20566.650247957,87.770986807,-0.022623428,-0.065976331,0.335001908,0.939632389,0.138848428,0.138758073,0.141671413
MoonRock_021901,21901,2,42647.256557785,-19991.796732332,112.686997902,0.066637130,-0.043553064,-0.610393509,0.788087805,0.258780394,0.257986989,0.264153459
MoonRock_021902,21902,2,42835.391323410,-20166.064310457,121.761399758,0.024970896,-0.069561763,0.461526719,0.884042252,0.227119154,0.227820708,0.232350713
MoonRock_021903,21903,2,43402.945034347,-19999.694681551,190.685117495,0.024286646,-0.082855074,0.687943048,0.720610546,0.398625391,0.397608740,0.408337613
MoonRock_021904,21904,2,43792.471401535,-19914.990091707,236.476409685,-0.026655403,-0.071311917,0.739241859,0.669122988,0.256929738,0.256066827,0.261049831
MoonRock_021905,21905,2,43989.639370285,-19872.375345613,258.756411326,0.066914127,0.003279505,-0.956222097,0.284870226,0.234990113,0.235653545,0.239695604
MoonRock_021906,21906,2,44209.622280441,-19886.877298738,280.793655169,0.015935620,-0.066410969,-0.461132871,0.884698884,0.388588435,0.387864524,0.395313993
MoonRock_021907,21907,1,47059.365932785,-23940.881204988,415.858614695,-0.013287051,-0.030982147,-0.693864756,0.719315829,0.169570872,0.169586790,0.170176375
MoonRock_021908,21908,1,46683.657924972,-23841.552591707,411.369765055,0.006233022,-0.020266644,0.725289491,0.688117408,0.051245731,0.051247650,0.051323479
MoonRock_021909,21909,1,46115.921108566,-21153.002787020,395.079958689,0.011782359,-0.022559130,0.457982545,0.888596787,0.371531181,0.371812852,0.372710039
MoonRock_021910,21910,1,45747.769253097,-20852.062845613,378.618324053,-0.001775568,-0.014420628,0.768162257,0.640090337,0.323069161,0.323083449,0.323228285
MoonRock_021911,21911,1,44961.904995285,-20758.410501863,350.068509829,0.033366221,-0.014606513,-0.915574085,0.400496491,0.404855321,0.404408181,0.406880586
MoonRock_021912,21912,1,45532.241909347,-20734.838724520,375.036323321,0.013565449,-0.024302559,-0.614106265,0.788732439,0.327355191,0.327170302,0.328217717
MoonRock_021913,21913,1,45840.762417160,-20703.051615145,384.282005083,-0.029706144,-0.013988803,0.998585283,0.041824525,0.222622049,0.222804336,0.223522318
MoonRock_021914,21914,1,44924.453823410,-19905.541849520,346.833932650,0.033499128,-0.017323678,-0.956317361,0.289887572,0.057509422,0.057492238,0.057902720
MoonRock_021915,21915,1,45164.737026535,-19822.241068270,361.523711931,-0.042665752,-0.019094195,0.998466681,0.029653543,0.433943377,0.434436831,0.437995065
MoonRock_021916,21916,1,45348.172085128,-19806.432962801,375.127351534,-0.040972445,-0.030264911,0.988223738,0.144288382,0.326065199,0.325796106,0.329530575
MoonRock_021917,21917,1,44631.826870285,-19798.742533113,322.535884630,-0.064845634,-0.027200519,0.930945167,0.358324254,0.186768109,0.186460832,0.190356531
MoonRock_021918,21918,1,45454.629604660,-19726.647806551,385.693061602,-0.041696531,-0.017878848,0.906464182,0.419838581,0.261132778,0.260923107,0.263316820
MoonRock_021919,21919,1,44706.314174972,-19444.689798738,347.957790148,0.038431000,-0.048432244,-0.354364633,0.933061136,0.236923492,0.236239558,0.240302077
MoonRock_021920,21920,1,45796.231167160,-19426.147318270,415.047753107,0.028417843,0.025743436,-0.983430271,0.177185224,0.226765086,0.226962329,0.228259030
MoonRock_021921,21921,1,44801.687710128,-19405.273294832,357.836878550,0.026746068,-0.053385874,0.446276920,0.892900614,0.406925655,0.407980787,0.413162250
MoonRock_021922,21922,1,46390.579311691,-19347.790384676,458.146941912,0.009804801,-0.036818617,0.416098804,0.908520798,0.426675557,0.427035317,0.429234007
MoonRock_021923,21923,1,45091.372768722,-19293.176126863,382.509625208,0.031050903,-0.041394262,-0.028805932,0.998244747,0.282379507,0.282521467,0.285644002
MoonRock_021924,21924,1,45394.644253097,-18574.352884676,444.768464815,-0.012885065,-0.045520358,0.917503936,0.394903025,0.130172917,0.129984603,0.131168552
MoonRock_021925,21925,1,45487.881557785,-18441.271829988,456.772744906,0.057201866,-0.012099667,-0.816529351,0.574335584,0.323395365,0.324024644,0.326582871
MoonRock_021926,21926,1,51870.889370285,-23570.080423738,534.278190386,0.002197065,-0.012597282,-0.814444803,0.580100116,0.358694171,0.358703749,0.358574069
MoonRock_021927,21927,1,49815.078823410,-23386.352396395,515.084111941,-0.022257603,-0.028982315,0.831983798,0.553595146,0.128757617,0.128747289,0.129273786
MoonRock_021928,21928,1,49148.037807785,-22722.985697176,489.540279162,-0.004222750,0.003905700,0.940447189,0.339891158,0.370778274,0.370774787,0.370909619
MoonRock_021929,21929,1,50120.047085128,-20993.408060457,488.410127413,-0.002001997,0.007811853,0.664571553,0.747181114,0.400843676,0.400849537,0.400982834
MoonRock_021930,21930,1,50151.284878097,-20939.868021395,489.015615236,-0.009225353,-0.010771721,0.573336269,0.819197403,0.455889080,0.455641783,0.455965654
MoonRock_021931,21931,1,50264.517299972,-20892.346048738,490.994251024,0.008924660,-0.010937106,0.610434218,0.791941156,0.219148291,0.219148132,0.219300536
MoonRock_021932,21932,1,48596.988003097,-20579.626322176,491.171109926,-0.000322996,0.006213810,-0.725118155,0.688596359,0.335086224,0.335089067,0.335008416
MoonRock_021933,21933,1,48904.019253097,-20295.422220613,490.887868654,0.018827685,0.016679210,-0.770272635,0.637218478,0.228958274,0.228927976,0.229369488
MoonRock_021934,21934,1,48410.818569503,-20121.911478426,502.408969652,0.021845538,0.009591566,0.801991341,0.596858997,0.457492899,0.457490772,0.458330553
MoonRock_021935,21935,1,49733.706753097,-20054.675150301,492.663610232,0.003812765,-0.015390126,0.713487918,0.700488113,0.354304067,0.354315060,0.354580458
MoonRock_021936,21936,1,49637.283413253,-19940.600443270,493.747699511,0.009197714,-0.012167096,0.560665567,0.827901857,0.293454113,0.293462128,0.293512948
MoonRock_021937,21937,1,49572.512905441,-19815.319681551,495.103109133,0.005771036,0.029641368,-0.983146132,0.180310197,0.497197646,0.496953087,0.499126969
MoonRock_021938,21938,1,50016.763393722,-19516.784525301,515.400159609,0.026635251,-0.017593463,-0.169001460,0.985098746,0.127720214,0.127598040,0.128224656
MoonRock_021939,21939,1,49205.581753097,-19447.228861238,523.689544451,0.019546659,-0.026526438,0.919558219,0.391569863,0.424098853,0.424333447,0.426050609
MoonRock_021940,21940,1,48888.137905441,-19042.565775301,544.261062395,0.008625412,-0.030249819,0.967592559,0.250549776,0.061306963,0.061306262,0.061583687
MoonRock_021941,21941,1,50161.538784347,-18963.000345613,540.181958925,0.020500981,-0.023155346,0.745999787,0.665227673,0.080969638,0.080960139,0.081206855
MoonRock_021942,21942,1,50028.506557785,-18694.787454988,545.773160708,0.011028561,0.006151445,0.155294376,0.987787521,0.344752546,0.344767673,0.345005758
MoonRock_021943,21943,1,48808.938686691,-18488.940287020,572.333324206,0.028384483,-0.002858902,-0.427274787,0.903671624,0.152103845,0.152085632,0.152565794
MoonRock_021944,21944,1,49973.721401535,-18463.000345613,555.409419787,0.020969168,-0.023285528,0.944073268,0.328243420,0.478591341,0.479116855,0.480830502
MoonRock_021945,21945,1,48778.238003097,-18431.970072176,575.141036761,0.032620164,0.001175819,0.567808960,0.822512934,0.378224928,0.378512993,0.379944120
MoonRock_021946,21946,1,46257.840053878,-18172.192240145,517.439162981,0.062819474,-0.090509724,0.769479678,0.629096756,0.111266780,0.111111111,0.115252065
MoonRock_021947,21947,1,45126.065151535,-17706.249857332,492.499864351,0.075319292,-0.036606557,-0.381354127,0.920628043,0.190497473,0.189333993,0.195552261
MoonRock_021948,21948,1,45288.394253097,-17664.636087801,511.283195269,0.022812334,-0.053257820,0.558153596,0.827712368,0.135247114,0.135491260,0.137035606
MoonRock_021949,21949,1,47569.534389816,-17074.987650301,672.183692705,0.013413492,-0.053350108,0.852778570,0.519367457,0.181864906,0.181546673,0.182972381
MoonRock_021950,21950,1,45356.497280441,-14277.441263582,591.394269716,-0.030080114,0.001912990,0.961798730,0.272093237,0.296750520,0.296897189,0.298222182
MoonRock_021951,21951,1,44922.049038253,-13835.644388582,567.444837343,0.011706128,-0.031801810,-0.489264649,0.871476744,0.468972409,0.468731957,0.470992798
MoonRock_021952,21952,1,44621.487514816,-13338.049173738,544.895398867,-0.033836112,0.006466082,0.305730121,0.951494824,0.368712865,0.368824300,0.370577440
MoonRock_021953,21953,1,46767.691128097,-12950.915384676,541.271960985,-0.054596664,0.032233008,0.992279340,0.106592440,0.416932439,0.418092191,0.424689155
MoonRock_021954,21954,1,44852.957241378,-12828.344583895,498.156249773,-0.062030356,0.056064609,0.445632520,0.891302783,0.449256919,0.452064447,0.463430920
MoonRock_021955,21955,1,46290.835659347,-12564.550638582,478.632772219,-0.026484732,0.025686514,0.903666336,0.426644951,0.433059893,0.433760313,0.435671225
MoonRock_021956,21956,1,46426.455776535,-12547.875833895,481.525266421,-0.046824646,-0.046142433,0.002021004,0.997834778,0.364519006,0.364521550,0.371468263
MoonRock_021957,21957,1,46081.436245285,-12323.315287020,457.608688128,-0.030933963,-0.023773689,-0.444706063,0.894826474,0.118831726,0.119012355,0.119630236
MoonRock_021958,21958,1,45528.091518722,-12120.190287020,438.681066286,-0.032330530,-0.003474327,0.850863101,0.524380253,0.290864061,0.291032712,0.291584906
MoonRock_021959,21959,1,46235.342495285,-11965.209818270,449.557245028,-0.031413378,-0.019929658,0.737894478,0.673890012,0.368763692,0.368790436,0.370491290
MoonRock_021960,21960,1,46086.990444503,-11828.234720613,442.111432802,-0.019053675,-0.011353739,0.694061837,0.719573635,0.177931397,0.177929655,0.178315171
MoonRock_021961,21961,1,46162.686245285,-11725.366068270,442.238176119,-0.019217817,-0.027491955,0.757795321,0.651629587,0.216019338,0.215953509,0.216784290
MoonRock_021962,21962,1,44708.926479660,-11707.421732332,414.339196932,-0.009551728,0.021574406,-0.475085591,0.879623210,0.119230028,0.119142868,0.119448725
MoonRock_021963,21963,1,46066.177456222,-11680.956888582,438.951623690,0.005848148,-0.012852960,-0.990878088,0.134019457,0.078057284,0.078057754,0.078204275
MoonRock_021964,21964,1,48873.501674972,-18338.635111238,579.698837053,0.030732204,0.004217409,-0.470085355,0.882075680,0.133283111,0.133339250,0.133776720
MoonRock_021965,21965,1,48808.255092941,-18181.530619051,586.900508654,0.011505515,0.030420027,-0.985693876,0.165377833,0.304597021,0.304497614,0.306082490
MoonRock_021966,21966,1,48860.257046066,-17731.909037020,611.508882296,0.037240618,0.003330934,-0.341340902,0.939195629,0.062160070,0.062159470,0.062530221
MoonRock_021967,21967,1,48807.449428878,-17493.127298738,625.516736757,-0.006464324,0.038119708,-0.926767088,0.373641359,0.082977536,0.082912110,0.083488972
MoonRock_021968,21968,1,48822.891323410,-17350.964212801,634.102571261,-0.001784699,0.055784496,-0.906511350,0.418475898,0.405694064,0.405201228,0.410616508
MoonRock_021969,21969,1,51094.192592941,-16474.755716707,615.758693468,0.014914951,0.030160195,0.773838808,0.632488266,0.186700902,0.186630007,0.187230055
MoonRock_021970,21970,1,51943.972866378,-16159.960794832,593.346202624,-0.007112492,-0.007699519,0.956960413,0.290029133,0.208457416,0.208463479,0.208487545
MoonRock_021971,21971,1,51433.804409347,-15752.673197176,609.673679125,-0.003455924,-0.025859704,0.999447921,0.020571457,0.360085710,0.359915557,0.361120367
MoonRock_021972,21972,1,50317.288296066,-13459.863138582,596.164119494,-0.010130999,0.021229412,0.989599999,0.141910246,0.429197269,0.429282755,0.430164316
MoonRock_021973,21973,1,49838.308803878,-13141.772318270,593.935191881,-0.025673734,0.023579486,-0.106104317,0.993743801,0.313032336,0.312979695,0.314692059
MoonRock_021974,21974,1,50331.497280441,-13008.740091707,579.021823656,-0.011887494,-0.014906714,-0.666681269,0.745099029,0.393232413,0.393229793,0.393635355
MoonRock_021975,21975,1,50255.716030441,-12787.878275301,575.440395128,0.002075450,0.001858031,0.978690913,0.205320083,0.143444697,0.143444888,0.143560296
MoonRock_021976,21976,1,50447.256557785,-12605.016947176,580.283582461,0.005529494,-0.000134467,0.066332298,0.997782257,0.196308852,0.196310690,0.196319767
MoonRock_021977,21977,1,50103.201382003,-12545.898294832,578.903758776,-0.008738604,0.006581598,-0.280324156,0.959843053,0.394306609,0.394254538,0.394521616
MoonRock_021978,21978,1,52396.829311691,-12171.374369051,666.088950884,0.001735641,-0.003489505,-0.999914637,0.012471161,0.150609495,0.150609919,0.150646477
MoonRock_021979,21979,1,50582.693569503,-11842.651224520,560.375345003,-0.003488554,-0.018045248,0.560719073,0.827802102,0.279237579,0.279278358,0.279467630
MoonRock_021980,21980,1,50274.746792160,-11801.818704988,551.892650377,-0.010502130,-0.019509016,-0.804821762,0.593102887,0.288333113,0.288098899,0.288522583
MoonRock_021981,21981,1,50563.882534347,-11779.479837801,558.982217562,-0.045380925,-0.038752747,0.198570948,0.978268048,0.362995817,0.362048656,0.368167391
MoonRock_021982,21982,1,50389.517299972,-11762.939310457,555.047071230,0.000775488,-0.018935637,-0.316305415,0.948468094,0.103706464,0.103731972,0.103882326
MoonRock_021983,21983,1,56863.284389816,-24229.675150301,758.911121142,0.018740651,-0.008804682,0.137990195,0.990217134,0.088000836,0.088016294,0.088143748
MoonRock_021984,21984,1,53881.265346847,-23932.336283113,595.298517000,-0.019744768,-0.016184452,-0.745853337,0.665620768,0.078481929,0.078533160,0.078611040
MoonRock_021985,21985,1,53993.740932785,-23876.440287020,591.929519427,0.009588053,-0.008999218,-0.995447316,0.094401926,0.402908402,0.402902186,0.402943479
MoonRock_021986,21986,1,54241.848842941,-23320.495462801,601.186549914,0.002275285,-0.020304900,-0.818467275,0.574189737,0.406220036,0.406248780,0.406508387
MoonRock_021987,21987,1,54262.466518722,-22643.322611238,605.052030337,-0.001402281,0.000624907,-0.068475312,0.997651630,0.303626562,0.303626749,0.303714603
MoonRock_021988,21988,1,56646.658413253,-21925.598001863,685.581958544,0.001510052,-0.045870358,-0.801980990,0.595583850,0.164921834,0.164746505,0.165637334
MoonRock_021989,21989,1,56185.720913253,-21443.798685457,627.390516054,-0.045425356,-0.015376404,0.751901089,0.657529358,0.424362493,0.424806974,0.427264849
MoonRock_021990,21990,1,56045.279018722,-21135.766458895,600.311601412,-0.043130159,-0.008035172,0.483274942,0.874368661,0.270106736,0.269928311,0.271945866
MoonRock_021991,21991,1,55013.699428878,-21131.603861238,613.709008944,0.027690186,0.030830754,0.889441192,0.455167094,0.398794920,0.398117032,0.401170285
MoonRock_021992,21992,1,55321.975796066,-20867.993021395,587.505662691,-0.027591566,0.034332116,0.735669386,0.675907217,0.081367124,0.081351313,0.081809357
MoonRock_021993,21993,1,56031.082241378,-20859.252787020,585.351026308,-0.030248804,-0.020605979,-0.608987986,0.792334548,0.394098052,0.394496156,0.396286592
MoonRock_021994,21994,1,56024.575893722,-20657.690287020,575.577914965,-0.033836159,0.000016609,0.569864809,0.821041542,0.239064291,0.239175965,0.240091696
MoonRock_021995,21995,1,56064.358608566,-20480.895853426,567.147434008,-0.038646985,-0.002350881,0.812058457,0.582290260,0.262896706,0.263072510,0.264137292
MoonRock_021996,21996,1,55706.265346847,-20426.830912020,569.331538927,-0.037591984,0.003870182,-0.153927427,0.987359211,0.381815417,0.381266383,0.383881958
MoonRock_021997,21997,1,56086.062710128,-20320.361185457,561.148584139,0.013564098,-0.024159989,-0.974767289,0.221497275,0.424453832,0.424006266,0.425469210
MoonRock_021998,21998,1,55931.692592941,-20156.738138582,551.521146547,0.007287150,-0.026627509,-0.970618665,0.239034058,0.476774210,0.476612482,0.478388001
MoonRock_021999,21999,1,55942.141811691,-20044.946146395,547.068870318,-0.005053384,0.022154733,0.985396926,0.168749901,0.415160406,0.415008255,0.416371748
MoonRock_022000,22000,1,55868.545620285,-19580.041361238,528.994024050,-0.022288866,-0.000735608,-0.043392813,0.998809156,0.302160165,0.301966959,0.302772004
